customer_id,first_name,last_name,email,phone,address,city,state,zip_code,account_open_date,customer_segment,risk_score,annual_income,birth_date,employment_status,marital_status
CUST000040,Thomas,Strickland,thomas.strickland@wheeler.org,(144) 844-9543,0076 Parks Overpass Suite 115,North David,RI,83479,2021-07-09,Standard,679,61461.0,1989-07-13,Retired,Single
CUST000041,Oscar,Harper,oscar.harper@chavez-jacobs.com,001-318-736-7365x766,4527 Christopher Corner Apt. 615,New Brian,OH,74121,2018-12-18,Basic,760,28737.0,1952-05-14,Employed,Single
CUST000042,Michael,Ortega,michael.ortega@parrish-griffith.com,714-419-6761,832 Walker Coves,Meganstad,DE,37013,2021-05-29,Standard,675,50642.0,1995-07-10,Employed,Married
CUST000043,Megan,Villegas,megan.villegas@austin.com,8243455022,018 Nicholas Motorway,Ericport,VA,43018,2023-06-08,Basic,632,15305.0,1980-06-04,Employed,Divorced
CUST000044,Christopher,Williams,christopher.williams@webster.com,(378) 553-7947,764 Kari Crescent Suite 614,Roseport,AZ,29404,2019-08-14,Premium,604,141307.0,1982-06-04,Employed,Single
CUST000045,Adrian,Turner,adrian.turner@saunders.com,435-222-1126,622 Patel Forks Suite 160,Smithland,VI,41534,2021-06-04,Basic,428,24338.0,1980-10-15,Self-Employed,Married
CUST000046,Jenna,Butler,jenna.butler@sullivan.com,+1-875-616-1369x681,52181 Rebecca Keys Suite 231,West James,PA,20537,2023-04-09,Basic,542,33173.0,1985-12-18,Employed,Widowed
CUST000047,Gregory,Mejia,gregory.mejia@marshall-elliott.org,299.755.2717x744,7700 Decker Club,New Brookefurt,NH,76565,2021-03-17,Basic,580,18507.0,1994-07-20,Retired,Married
CUST000048,Paula,Cole,paula.cole@pearson.com,163-561-2695,182 John Mill Suite 889,West Nathan,LA,51280,2019-10-03,Standard,808,48342.0,1965-12-25,Employed,Single
CUST000049,Carla,Mccormick,carla.mccormick@cook.biz,349-625-1925x4629,528 Debbie Manors Suite 054,East Matthew,WI,64237,2017-08-02,Standard,701,41048.0,2007-08-31,Employed,Married
CUST000050,ERIC,Phillips,eric.phillips@romero.net,138-777-6517,622 Marie Trail,Lake Samuel,MT,48250,2022-06-06,Premium,385,96178.0,1959-08-19,Employed,Married
CUST000051,Sean,Mitchell,sean.mitchellATbowers.info,859.477.4688,240 Sawyer Plaza,Lake Meghanville,LA,11494,2023-04-19,VIP,698,924586.0,1961-11-07,Employed,Married
CUST000052,Rebecca,Hernandez,rebecca.hernandez@davis-lozano.info,(457) 127-7797,8536 Nicholas Burgs,Sarahmouth,WY,19643,2017-01-15,Basic,592,29083.0,1962-09-28,Employed,Single
CUST000053,Maria,Horton,maria.horton@blake.info,+1-601-504-3289x861,03697 Daniel Parks Apt. 893,West Ruben,RI,46745,2018-01-26,Standard,548,58449.0,1970-11-29,Employed,Widowed
CUST000054,elizabeth,Miller,elizabeth.miller@jones-fox.net,5382302465,65405 Michael Street Apt. 952,West Amyburgh,MP,90243,2020-04-24,Standard,741,45128.0,1988-06-22,Employed,Single
CUST000055,Crystal,Cain,crystal.cain@baldwin.com,(400) 306-1717,54868 King Terrace,West Michael,WI,06766,2024-04-28,Standard,804,62020.0,1965-07-30,Self-Employed,Single
CUST000056,David,Richardson,david.richardson@paul-kline.biz,(447) 291-9129,8416 Ryan View Apt. 845,North Markport,ME,58948,2021-09-10,Premium,789,109970.0,1971-07-06,Employed,Single
CUST000057,Hannah,Bell,hannah.bellATacosta.org,9581991473,016 Palmer Summit Apt. 029,Johnsonland,IA,85063,2019-05-01,Premium,524,104154.0,1968-10-14,Unemployed,Married
CUST000058,Ashley,Jacobs,ashley.jacobs@cole.com,(687) 240-9674,5431 Jill Parks Suite 814,Janeborough,RI,37932,2022-08-10,Basic,603,22304.0,2007-07-31,Retired,Married
CUST000059,James,Taylor,james.taylor@hayes.info,189-929-6236,188 Vance Vista Apt. 258,North Tracie,WY,18703,2018-01-12,Premium,699,121025.0,1975-10-16,Self-Employed,Divorced
CUST000060,Michael,Armstrong,michael.armstrong@lara-arnold.org,314-467-8669,177 Anderson Village Apt. 268,Port Davidberg,ME,22082,2017-04-14,Basic,796,18779.0,2003-07-22,Employed,Single
CUST000061,Jeremiah,Meza,jeremiah.meza@jacobson.net,724-298-1829x922,09439 Montgomery Burgs,Smallside,LA,84637,2025-03-26,Basic,578,18552.0,1975-02-03,Self-Employed,Widowed
CUST000062,Linda,Cohen,linda.cohen@chavez-barker.com,467.773.5925x556,3714 Wright Court,West Soniachester,IA,21433,2023-10-20,Standard,622,60244.0,2003-06-29,Employed,Single
CUST000063,JENNIFER,Lee,jennifer.lee@jimenez.info,(610) 415-9148,68733 Williams Haven,Harperfort,LA,70846,2015-09-30,Basic,484,26934.0,1951-06-10,Employed,Single
CUST000064,Dennis,Baker,dennis.baker@gallagher-diaz.biz,9986358416,16558 Fischer Flat,Porterton,AZ,18462,2022-10-20,VIP,470,954717.0,1995-04-26,Employed,Divorced
CUST000065,April,Hernandez,april.hernandez@taylor.biz,731-857-5902,887 Wells Brook Suite 516,Lauratown,PA,62706,2018-04-27,Standard,771,71333.0,1985-12-20,Unemployed,Married
CUST000066,Teresa,Lane,teresa.lane@griffith.info,(274) 636-7229,309 James Mill,Robertchester,UT,27225,2019-10-09,Basic,850,33648.0,1993-06-28,Retired,Single
CUST000067,SAMANTHA,Salas,samantha.salas@luna.net,432-778-8837,2785 Lowe Ways Suite 973,West Angela,IN,39509,2023-05-19,Premium,639,135946.0,1989-01-27,Employed,Married
CUST000068,Hannah,Burns,hannah.burns@bailey-peck.com,(394) 224-9899,5240 Moses Common Suite 747,East Maria,KY,74165,2022-08-18,Basic,800,17778.0,1953-04-25,Employed,Married
CUST000069,Christina,Matthews,christina.matthews@williams.com,(753) 338-1860,5712 Tamara Estate,Delgadofort,NJ,85768,2017-08-29,Standard,704,55343.0,2005-05-23,Unemployed,Widowed
CUST000070,MANUEL,Brewer,manuel.brewer@pearson.net,001-302-762-0672x4004,8872 Nelson Valleys Apt. 527,Jennifertown,WA,44686,2023-07-29,Standard,553,64846.0,1980-06-08,Employed,Single
CUST000071,Katherine,Thompson,katherine.thompson@prince.com,1409675904,5304 Young Terrace,Stephanieport,OR,95250,2021-05-24,Standard,704,61191.0,1961-02-22,Employed,Single
CUST000072,michael,Young,michael.young@wilson.net,001-741-845-9332x727,339 Alicia Pines Suite 191,Port Amyhaven,ID,75566,2021-01-12,Standard,850,62862.0,1955-01-12,Employed,Married
CUST000073,Melissa,Ramos,melissa.ramos@harris.net,(556) 928-1911,86790 Chambers Inlet Apt. 640,New Charles,NE,45659,2022-09-02,Standard,644,42953.0,1978-10-05,Employed,Married
CUST000074,Brian,Shannon,brian.shannon@johnson-ortiz.com,884-756-7887,7661 Desiree Keys Apt. 286,Lake Tiffany,MP,00956,2023-03-25,Basic,850,29502.0,2006-04-24,Employed,Single
CUST000075,Steven,Ball,steven.ball@patel-morrow.com,7273337794,3106 John Cliff,New Arthurton,IA,97565,2016-02-09,Basic,300,20215.0,1972-04-27,Retired,Single
CUST000076,Amber,Webster,amber.webster@taylor.com,935-849-6224,42836 Hill Point Apt. 687,West Shellyfurt,WY,69243,2018-11-08,Standard,773,69163.0,1970-11-23,Employed,Married
CUST000077,Edward,Bennett,edward.bennett@wells.com,(925) 574-1944,8826 Jonathan Isle Apt. 751,North Joseph,TX,79795,2021-09-11,Standard,663,52807.0,1999-09-15,Employed,Married
CUST000078,JACOB,Gill,jacob.gill@powers.com,(410) 115-4470,173 Randy Garden,Kimberlyfurt,NH,70447,2022-02-25,Standard,605,49021.0,1964-02-05,Employed,Married
CUST000079,Michael,Andrade,michael.andrade@garcia-zavala.info,(879) 959-6246,5609 Joyce Brook,Angelashire,OR,94874,2019-11-04,Standard,663,62534.0,1954-04-08,Employed,Single
CUST000080,Mark,James,mark.jamesATporter.com,8823677798,2522 White Plains Apt. 801,Port Adamberg,MP,83168,2017-12-24,Basic,351,,1989-03-20,Employed,Married
CUST000081,Albert,Wagner,albert.wagner@brown-little.org,9215204939,08860 Alyssa Harbor Suite 086,North Samantha,NC,20017,2018-01-28,Basic,617,32636.0,1983-09-18,Employed,Married
CUST000082,Johnny,Gomez,johnny.gomez@miller-chung.info,(678) 349-4700,101 Gray Plaza Suite 002,South Meganmouth,OK,13000,2024-08-12,Standard,703,52887.0,2002-07-28,Retired,Divorced
CUST000083,  Jerry  ,Valenzuela ,jerry.valenzuela@clay.com,3826557688,0392 Hickman Hills,New John,MP,51508,2022-06-09,Basic,850,20408.0,1978-09-21,Employed,Married
CUST000084,Patrick,Singh,patrick.singh@ramsey.com,5714524551,59996 Johnson Groves,Henrystad,OH,49708,2019-12-26,Standard,572,73790.0,1987-06-27,Employed,Single
CUST000085,  Donna  ,Miller ,donna.miller@phillips.com,5957341287,655 Christopher Inlet,Wardview,CT,17868,2016-07-15,Standard,528,46909.0,1971-10-26,Self-Employed,Married
CUST000086,Angela,Hunt,angela.hunt@johnson.net,9989642546,0466 Jenny Points Apt. 982,Jacksonview,ME,35681,2020-08-06,Standard,574,53235.0,1948-08-26,Employed,Divorced
CUST000087,Ryan,Fisher,ryan.fisher@patton-ward.com,001-879-793-7124x0659,6924 Morrison Square Apt. 752,Novakport,WA,91590,2021-12-29,Basic,787,32675.0,2005-08-20,Employed,Single
CUST000088,Kimberly,Nguyen,kimberly.nguyen@velasquez-long.com,001-939-682-8073,7243 Hopkins Stravenue,Mccormickland,NV,78873,2020-06-16,Standard,699,37033.0,1969-12-01,Retired,Married
CUST000089,WILLIAM,Knapp,william.knapp@barnes.net,+1-311-235-2909x656,3888 Sean Lock,Bartonshire,UT,66098,2017-03-04,Standard,570,71960.0,2007-07-10,Employed,Married
CUST000090,Timothy,Phillips,timothy.phillips@wilson.com,(745)373-8757x177,10512 Zachary Plaza Apt. 586,Hallfurt,SC,24677,2017-07-12,Basic,726,20366.0,1986-01-28,Employed,Single
CUST000091,RANDALL,Mclaughlin,randall.mclaughlin@cole.biz,9609047368,41918 Michael Flat,Wilsonfort,NC,84270,2018-10-19,Standard,664,60995.0,1969-02-24,Employed,Divorced
CUST000092,Philip,Wilson,philip.wilson@bruce-williamson.com,(729) 704-2388,1341 Nathaniel Divide,Barnesberg,OK,50794,2019-11-24,Standard,795,41678.0,1975-04-30,Retired,Married
CUST000093,Amanda,Ellison,amanda.ellison@peters.com,(425)579-0507,876 Perry Ville Suite 721,Port Kathleenport,AZ,36526,2017-11-30,Standard,544,57754.0,1962-11-08,Employed,Single
CUST000094,kimberly,Cunningham,kimberly.cunninghamATdunn-wilson.com,9550822977,783 Garcia Village,West Nancy,AZ,59448,2018-04-18,Basic,600,31062.0,1998-12-26,Employed,Married
CUST000095,Christopher,Grimes,christopher.grimes@rowe.com,(930) 855-6744,92330 Patel Ranch Apt. 544,Stephaniehaven,MH,89538,2023-10-26,Standard,591,63540.0,1953-03-17,Self-Employed,Single
CUST000096,Karen,Jenkins,karen.jenkins@riddle.com,1569902893,536 Thomas Roads,Courtneyfurt,NV,10399,2022-01-01,Standard,430,65465.0,2000-02-11,Employed,Married
CUST000097,Christopher,Robertson,christopher.robertson@neal-wiley.info,959.601.7518x6363,5892 Kramer Springs Apt. 017,North Sarahburgh,NV,60337,2015-09-03,Basic,694,24139.0,2005-01-08,Employed,Divorced
CUST000098,James,Barker,james.barker@khan.com,9059914313,541 Beck Run,North Randy,ME,95657,2022-08-30,Basic,689,26023.0,1959-06-02,Employed,Married
CUST000099,Diana,Padilla,diana.padilla@lewis.com,707-331-9510,05162 Jones Lights Apt. 115,Nicoleberg,MS,99218,2024-05-30,Standard,650,57304.0,1985-01-31,Employed,Married
CUST000100,Erica,Jones,erica.jones@smith.com,(743) 866-3480,731 Donald Crossing Suite 565,East Joshua,CO,33028,2021-03-14,Standard,614,40610.0,1982-06-20,Employed,Single
CUST000101,Cathy,Maxwell,cathy.maxwell@johnson.com,3188382776,0376 John Route Apt. 805,Davidshire,MT,48396,2021-02-16,Basic,437,31083.0,1955-07-21,Employed,Single
CUST000102,  Thomas  ,Archer ,thomas.archer@smith.com,(368) 320-1652,8486 Miles Corner,West Christopher,CO,67518,2024-11-16,Standard,586,55067.0,2006-01-17,Self-Employed,Married
CUST000103,Eric,Murphy,eric.murphy@walters.com,417-815-8167,31617 Kyle Streets,North Alexander,DC,92447,2015-10-12,Standard,598,58056.0,1975-12-10,Retired,Single
CUST000104,Michael,Holmes,michael.holmes@green.com,(850) 220-1480,4814 Tyler Pass Suite 079,West Eric,WI,13988,2024-08-10,Standard,529,55679.0,1987-02-19,Retired,Divorced
CUST000105,Darrell,Yang,darrell.yang@williams.com,(147) 583-6963,20863 Wright Stravenue Suite 419,Davidton,HI,29754,2023-09-17,Basic,625,30866.0,2006-06-30,Retired,Single
CUST000106,Stephanie,Jones,stephanie.jones@cline-ayala.com,918-570-5349x49375,06038 Fields Square,West Aaronfurt,PR,97242,2022-12-09,Basic,710,21360.0,1951-03-20,Employed,Single
CUST000107,Alyssa,Allen,alyssa.allen@woodward-kaufman.com,(828) 386-2524,86571 William Route,Jonesshire,AR,57515,2022-04-16,Standard,850,52977.0,1952-11-25,Employed,Single
CUST000108,  Kelly  ,Rosales ,kelly.rosales@haynes-moss.com,7239547458,32912 Frank Mountain,Richardside,MI,27716,2020-03-08,Standard,676,41723.0,1973-11-09,Employed,Single
CUST000109,Melissa,Davis,melissa.davis@torres.com,(955) 977-6370,35680 Green Extensions,South Melissaside,WA,72606,2018-03-01,Standard,688,38367.0,1973-10-10,Employed,Single
CUST000110,LINDA,Taylor,linda.taylor@brown.com,365.519.9410,15107 Gary Ports Suite 670,Vegaburgh,MI,28644,2024-10-01,Basic,638,19971.0,1961-12-28,Retired,Married
CUST000111,Sean,Hernandez,sean.hernandez@harvey.biz,+1-570-214-6263,578 Cooper Port Suite 642,West Carlatown,MH,37323,2016-04-02,Standard,362,71573.0,2007-02-18,Self-Employed,Single
CUST000112,Alyssa,Wang,alyssa.wang@dickson.com,3821211202,039 Kelly Villages Apt. 239,Lindastad,PW,78038,2015-12-13,Standard,646,64524.0,1988-10-19,Employed,Divorced
CUST000113,Stacey,Elliott,stacey.elliott@vaughan.info,+1-542-270-1039,59325 Samantha Vista Suite 002,Port Daniel,NC,48327,2025-04-09,Standard,659,74952.0,1968-03-15,Employed,Single
CUST000114,  Sheri  ,Foster ,sheri.foster@rogers.com,261-849-8157,528 Walker Radial Apt. 644,East Jessica,UT,75583,2019-08-01,Basic,850,17660.0,2007-04-22,Employed,Single
CUST000115,TAMMY,Johnson,tammy.johnson@flores.org,3131098613,135 Jackson Corners Suite 704,East Heather,MI,34141,2023-07-15,Standard,621,54087.0,1990-01-19,Employed,Married
CUST000116,Brandon,Kim,brandon.kim@costa-wilkerson.info,(258)761-7932x7104,15262 Amy Course Suite 997,South Sherriburgh,PA,57412,2017-03-27,Standard,695,50297.0,1951-01-17,Retired,Single
CUST000117,Jamie,Lee,jamie.lee@spencer.com,(404) 343-2571,9872 Michael Meadow,West Madisonfort,ID,13213,2015-12-04,Basic,644,28930.0,1955-06-06,Employed,Married
CUST000118,KELLY,Miller,kelly.miller@parker.info,941.986.2565x2704,49021 Elizabeth Valley Suite 938,Port Paulhaven,MT,70691,2022-07-15,Standard,474,45873.0,2003-08-28,Employed,Single
CUST000119,Ashley,Young,ashley.young@miller-orr.com,3664052763,2233 Brad Common,Harrisberg,MP,78495,2018-03-31,Basic,821,19074.0,2002-01-17,Employed,Married
CUST000120,Robin,Jones,robin.jones@hawkins-arnold.com,7527011028,998 Rodriguez Drive,New Brianna,WV,13634,2024-11-30,Basic,762,29344.0,1980-02-12,Employed,Married
CUST000121,  Craig  ,Mitchell ,craig.mitchell@beard.info,685-723-8750,46299 Williams Isle,North Julie,PW,35704,2024-08-20,Basic,768,15847.0,1945-12-10,Employed,Divorced
CUST000122,Lisa,Turner,lisa.turner@cameron-garrison.com,524.975.4691,7850 Cameron Station,Taylorhaven,FM,75038,2015-12-15,Standard,513,52662.0,1956-10-23,Employed,Married
CUST000123,Marissa,Hood,marissa.hood@johnson.com,4026379752,7861 John Overpass Suite 279,Maxview,WA,90790,2016-07-27,Standard,850,53229.0,1946-05-25,Employed,Married
CUST000124,Brandon,Nash,brandon.nash@vincent.com,+1-634-668-0072x29034,5743 Turner Pike Suite 910,Annaport,ME,90208,2016-09-29,Basic,439,30401.0,1948-09-08,Retired,Married
CUST000125,Vanessa,Davidson,vanessa.davidson@green-dawson.com,292-253-9475,96520 Bright Green,Sullivanton,OR,93309,2025-08-12,Basic,738,28488.0,1996-01-28,Retired,Single
CUST000126,Matthew,Reeves,matthew.reeves@nichols.com,542.782.4172x48251,465 Green Hill,Yorkfort,AR,83652,2021-07-02,Standard,850,64807.0,2004-02-27,Self-Employed,Divorced
CUST000127,charles,Preston,charles.preston@wilson.biz,7224356972,5250 Shannon Fords,New Kathy,NM,12040,2016-12-16,Basic,501,32779.0,1971-12-28,Employed,Single
CUST000128,  Ruben  ,Patterson ,ruben.patterson@reyes-johnson.com,8433124121,8300 Jeremy Wells,Larryville,MS,66474,2021-07-21,Standard,565,63969.0,1955-03-11,Employed,Single
CUST000129,Madison,Evans,madison.evans@bryant-meyer.net,6745958212,7532 Smith Fork,East Jessica,OR,66644,2017-05-10,Basic,664,30883.0,1967-10-06,Employed,Divorced
CUST000130,Debra,Johnson,debra.johnson@scott.com,(777) 210-1323,167 Martinez Glen,Milesborough,UT,90382,2021-12-20,Standard,574,55365.0,1963-08-21,Employed,Single
CUST000131,dorothy,Bates,dorothy.bates@dean-haynes.biz,5800633419,73934 Michael Lodge,Ethanside,NM,27723,2022-07-20,Standard,417,42698.0,1974-12-13,Employed,Widowed
CUST000132,Jimmy,Smith,jimmy.smith@meadows.info,252-192-9383,143 Hinton Hill,Stevenville,GU,23399,2024-05-29,Basic,660,28614.0,1998-05-11,Employed,Single
CUST000133,Michael,Rhodes,michael.rhodes@rodgers-davis.com,3779696951,7941 Briggs Falls Apt. 667,Maryfort,AS,55779,2022-02-26,Basic,490,21245.0,1994-11-14,Employed,Single
CUST000134,Daniel,Horton,daniel.horton@jarvis.com,526-704-8908,96590 Timothy Oval Apt. 670,West Dianatown,VT,89358,2020-11-30,Standard,721,62193.0,1991-07-07,Retired,Single
CUST000135,Jennifer,Walker,jennifer.walkerATmarks.org,197-543-5072,6289 Alexander Estate Suite 721,Floresmouth,KY,07100,2020-09-25,Standard,512,73465.0,1979-05-07,Retired,Single
CUST000136,Nicholas,Montoya,nicholas.montoya@stevens.info,7435820151,70166 Angela Alley Apt. 994,Lake Emily,MA,48125,2023-12-02,Standard,850,57618.0,1996-02-10,Employed,Divorced
CUST000137,Megan,Rivera,megan.rivera@greene.info,(216) 199-4633,5488 Park Cape,South Donald,VT,97823,2022-11-18,Standard,532,50650.0,1951-05-29,Retired,Married
CUST000138,Cheryl,Lopez,cheryl.lopezATlewis-summers.com,8373547961,0917 Barrett Parkways,South Adam,WA,06867,2021-03-13,Premium,601,167435.0,1971-12-07,Retired,Married
CUST000139,Brenda,Glass,brenda.glass@holt.com,(206) 496-6273,9346 Waller Mission Apt. 269,Meganside,VI,41645,2022-10-14,Standard,772,67461.0,2003-08-09,Employed,Single
CUST000140,Cynthia,Harris,cynthia.harris@klein.com,001-628-885-1587x996,106 Brian Centers,West Karen,GA,38068,2022-07-02,Premium,465,189581.0,1953-11-22,Employed,Married
CUST000141,  Bryan  ,Mueller ,bryan.muellerATmolina.com,(933) 563-2679,863 Schwartz Causeway,Hughesmouth,OH,07552,2015-10-18,Basic,684,28434.0,1960-07-02,Employed,Widowed
CUST000142,christine,Norman,christine.norman@greer-pruitt.com,3591527330,7212 Jill Crest,Williamsview,OH,35135,2016-12-19,Standard,846,40263.0,1981-06-16,Employed,Single
CUST000143,Jonathan,Rivera,jonathan.rivera@pineda.org,152-892-5934,851 Fox Ferry Apt. 826,Davisbury,FM,28465,2022-04-20,Standard,408,66978.0,1965-07-10,Employed,Married
